year_s,鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,土地位置
103-3,楊梅區,土地,幼獅段461地號,913.24,,工業區,丁種建築用地,1030607,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,55200,60.0,,0.0,0,,RPROMLSJPHJFFDH09CC,桃園市楊梅區幼獅段461地號
103-3,中壢區,土地,內壢段1747地號,3280.45,工,,,1030610,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,190000,58.0,,0.0,0,,RPSNMLSKPHJFFBH09DC,桃園市中壢區內壢段1747地號
103-3,平鎮區,土地,南華段1077地號,82.08,其他,,,1030725,土地2建物0車位0,,,其他,,,,0.0,6,0,0,有,無,無,25000,305.0,,0.0,0,,RPUNMLTLPHJFFGH27CC,桃園市平鎮區南華段1077地號
103-4,中壢區,土地,中工段805地號,143.0,,工業區,丁種建築用地,1030704,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,12000,84.0,,0.0,0,,RPRNMLOJQHJFFBH58DC,桃園市中壢區中工段805地號
103-4,八德區,土地,溪尾段158地號,115.0,,特定農業區,農牧用地,1030728,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,15000,130.0,,0.0,0,,RPSOMLOJQHJFFFH09CC,桃園市八德區溪尾段158地號
103-4,大園區,土地,五塊厝段大埔小段744-2地號,1002.0,,特定農業區,農牧用地,1030701,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,有,無,45000,45.0,,0.0,0,含增建或未登記建物。,RPVNMLQJQHJFFEH86DC,桃園市大園區五塊厝段大埔小段744-2地號
103-4,八德區,土地,興豐段756地號,26.44,住,,,1030813,土地1建物0車位0,,,其他,,,,0.0,1,0,0,有,無,有,6500,246.0,,0.0,0,建物無保存登記,RPWNMLNKQHJFFFH76CC,桃園市八德區興豐段756地號
103-4,八德區,土地,興隆段2195地號,946.18,,特定農業區,農牧用地,1030818,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,65000,69.0,,0.0,0,,RPVNMLPLQHJFFFH96CC,桃園市八德區興隆段2195地號
103-4,龜山區,土地,194地號,909.18,工,,,1030922,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,41250,45.0,,0.0,0,,RPTQMLMLRHJFFAH98CC,桃園市龜山區194地號
103-4,桃園區,土地,同安段1820-5地號,1138.0,住,,,1030926,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,150000,132.0,,0.0,0,,RPWOMLKMRHJFFAH98CC,桃園市桃園區同安段1820-5地號
103-4,平鎮區,土地,廣東段940-2地號,277.0,其他,,,1031003,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,26000,94.0,,0.0,0,含增建或未登記建物。,RPVNMLOKIIJFFGH78CC,桃園市平鎮區廣東段940-2地號
103-4,龍潭區,土地,成功段158地號,1525.81,,特定農業區,農牧用地,1030929,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,130000,85.0,,0.0,0,,RPVOMLPKIIJFFCH68DC,桃園市龍潭區成功段158地號
103-4,桃園區,土地,昆明段338地號,167.91,其他,,,1031016,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,25000,149.0,,0.0,0,,RPTOMLRKIIJFFAH38CC,桃園市桃園區昆明段338地號
103-4,蘆竹區,土地,錦興段341地號,1108.01,其他,,,1031018,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,200000,181.0,,0.0,0,,RPUOMLMLIIJFFEH48CC,桃園市蘆竹區錦興段341地號
103-4,中壢區,土地,自立段1456-1地號,117.0,住,,,1030923,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,10000,85.0,,0.0,0,,RPQNMLNLIIJFFBH87DC,桃園市中壢區自立段1456-1地號
103-4,八德區,土地,霄裡段651地號,694.22,,,,1031004,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,10500,15.0,,0.0,0,,RPPNMLNLIIJFFFH08CC,桃園市八德區霄裡段651地號
104-1,桃園區,土地,中路段2728-1地號,297.53,住,,,1031111,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,43000,145.0,,0.0,0,,RPTPMLNKJIJFFAH18CC,桃園市桃園區中路段2728-1地號
104-1,桃園區,土地,鹽埕段489地號,847.99,工,,,1031115,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,120000,142.0,,0.0,0,,RPPPMLSKJIJFFAH28CC,桃園市桃園區鹽埕段489地號
104-1,中壢區,土地,興南段中壢老小段219-87地號,41.0,商,,,1031115,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,50000,1220.0,,0.0,0,,RPQOMLSKJIJFFBH48DC,桃園市中壢區興南段中壢老小段219-87地號
104-1,平鎮區,土地,環南段861地號,1123.84,住,,,1031120,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,110000,98.0,,0.0,0,,RPSOMLPLJIJFFGH88CC,桃園市平鎮區環南段861地號
104-1,蘆竹區,土地,南青段169地號,1152.58,農,,,1031201,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,16000,14.0,,0.0,0,,RPWNMLMJKIJFFEH58CC,桃園市蘆竹區南青段169地號
104-1,中壢區,土地,內厝段795地號,997.0,,特定農業區,農牧用地,1031105,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,50000,50.0,,0.0,0,,RPXOMLOJKIJFFBH68CC,桃園市中壢區內厝段795地號
104-1,大園區,土地,田心子段田心子小段88-9地號,619.0,工,,,1031125,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,33700,54.0,,0.0,0,,RPSTMLTLKIJFFEH07CC,桃園市大園區田心子段田心子小段88-9地號
104-1,大園區,土地,橫山段湳子小段510-2地號,132.0,商,,,1040105,土地2建物0車位0,全,,透天厝,,,,0.0,1,2,1,有,無,無,23000,174.0,,0.0,0,含未保存登記之建物,RPOOMLQJJHKFFEH38EC,桃園市大園區橫山段湳子小段510-2地號
104-2,平鎮區,土地,北興段629-10地號,435.1,農,,,1040110,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,100000,230.0,,0.0,0,,RPOPMLPJKHKFFGH48CC,桃園市平鎮區北興段629-10地號
104-2,平鎮區,土地,環南段861地號,1123.84,住,,,1031120,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,110000,98.0,,0.0,0,含未保存登記建物,RPROMLTJKHKFFGH66EC,桃園市平鎮區環南段861地號
104-2,觀音區,土地,廣福段1360地號,430.0,,特定農業區,農牧用地,1040212,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,11000,26.0,,0.0,0,,RPOPMLQKKHKFFBH28DC,桃園市觀音區廣福段1360地號
104-2,八德區,土地,大義段284地號,51.1,住,,,1040217,土地1建物0車位0,,,其他,,,,0.0,2,0,0,有,無,有,7000,137.0,,0.0,0,此租賃標的八德區裕民街71號建物並無辦理保存登記,RPTNMLOLKHKFFFH78CC,桃園市八德區大義段284地號
104-2,大園區,土地,內海墘段特工區小段5-2地號,5950.41,,工業區,丁種建築用地,1040127,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,950000,160.0,,0.0,0,目前建物未保存登記,RPQPMLQLKHKFFEH78CC,桃園市大園區內海墘段特工區小段5-2地號
104-2,龜山區,土地,131-7地號,112.0,工,,,1040315,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,17000,152.0,,0.0,0,,RPUPMLTKLHKFFAH09CC,桃園市龜山區131-7地號
104-2,八德區,土地,福興段962地號,1198.12,商,,,1030919,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,65000,54.0,,0.0,0,,RPPNMLNLLHKFFFH58EC,桃園市八德區福興段962地號
104-2,龍潭區,土地,中興段438地號,360.6,,鄉村區,乙種建築用地,1031020,土地1建物0車位0,,,其他,,,,0.0,3,0,0,有,無,無,30000,83.0,,0.0,0,含未保存登記建物,RPPNMLNLLHKFFCH28EC,桃園市龍潭區中興段438地號
104-2,桃園區,土地,同安段53地號,269.0,住,,,1040323,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,88000,327.0,,0.0,0,,RPQPMLQLLHKFFAH48CC,桃園市桃園區同安段53地號
104-2,八德區,土地,茄苳段597地號,5211.53,農,,,1040410,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,60000,12.0,,0.0,0,,RPOOMLKKMHKFFFH08CC,桃園市八德區茄苳段597地號
104-2,中壢區,土地,中原段792地號,593.0,農,,,1040409,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,10000,17.0,,0.0,0,,RPSQMLKKMHKFFBH28CC,桃園市中壢區中原段792地號
104-2,八德區,土地,興仁段620地號,1277.27,住,,,1040411,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,77000,60.0,,0.0,0,,RPPNMLLKMHKFFFH18CC,桃園市八德區興仁段620地號
104-2,新屋區,土地,新生段162地號,107.0,其他,,,1040403,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,15000,140.0,,0.0,0,,RPPNMLRKMHKFFDH68DC,桃園市新屋區新生段162地號
104-2,平鎮區,土地,忠貞段215地號,43.46,住,,,1040321,土地1建物0車位0,,,其他,,,,0.0,2,0,0,有,無,有,5000,115.0,,0.0,0,平房無保存登記,RPQOMLLLMHKFFGH58CC,桃園市平鎮區忠貞段215地號
104-2,平鎮區,土地,東金段666地號,3008.01,,特定農業區,農牧用地,1040405,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,60000,20.0,,0.0,0,只承租約400坪,RPRNMLSLMHKFFGH66CC,桃園市平鎮區東金段666地號
104-2,大園區,土地,青峰段426地號,592.56,住,,,1040415,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,15000,25.0,,0.0,0,,RPQOMLKMMHKFFEH48DC,桃園市大園區青峰段426地號
104-3,大園區,土地,橫山段湳子小段106-1地號,3122.0,農,,,1040508,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,30000,10.0,,0.0,0,,RPWNMLNKNHKFFEH56DC,桃園市大園區橫山段湳子小段106-1地號
104-3,中壢區,土地,內壢段3745-5地號,1652.89,工,,,1040203,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,194250,118.0,,0.0,0,含稅,RPUOMLSKNHKFFBH76EC,桃園市中壢區內壢段3745-5地號
104-3,蘆竹區,土地,六福段460地號,353.09,工,,,1040528,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,40000,113.0,,0.0,0,,RPOOMLTLNHKFFEH09CC,桃園市蘆竹區六福段460地號
104-3,平鎮區,土地,廣平段439地號,151.52,其他,,,1040601,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,37000,244.0,,0.0,0,,RPWPMLSJOHKFFGH47DC,桃園市平鎮區廣平段439地號
104-3,平鎮區,土地,東北段915-43地號,309.5,住,,,1040524,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,16000,52.0,,0.0,0,,RPSOMLNLOHKFFGH56CC,桃園市平鎮區東北段915-43地號
104-3,桃園區,土地,中路三段48地號,1633.6,住,,,1040622,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,150000,92.0,,0.0,0,,RPXNMLLJPHKFFAH68CC,桃園市桃園區中路三段48地號
104-3,平鎮區,土地,廣平段412地號,144.99,其他,,,1040701,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,20000,138.0,,0.0,0,,RPRNMLLLPHKFFGH98DC,桃園市平鎮區廣平段412地號
104-3,龍潭區,土地,五福段51-7地號,345.59,農,,,1040703,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,57750,167.0,,0.0,0,,RPRNMLLMPHKFFCH68DC,桃園市龍潭區五福段51-7地號
104-4,蘆竹區,土地,富竹段206地號,3914.93,農,,,1040806,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,142080,36.0,,0.0,0,,RPVNMLRJQHKFFEH96CC,桃園市蘆竹區富竹段206地號
104-4,中壢區,土地,環東段836地號,177.0,住,,,1040728,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,35000,198.0,,0.0,0,,RPUPMLLKQHKFFBH88CC,桃園市中壢區環東段836地號
104-4,中壢區,土地,中工段805地號,143.0,,工業區,丁種建築用地,1040725,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,11000,77.0,,0.0,0,,RPVOMLPLQHKFFBH86DC,桃園市中壢區中工段805地號
104-4,大園區,土地,南園段26地號,378.04,住,,,1040831,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,30000,79.0,,0.0,0,,RPVNMLLJRHKFFEH56DC,桃園市大園區南園段26地號
104-4,大園區,土地,橫山段湳子小段163-6地號,1105.0,農,,,1040901,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,34848,32.0,,0.0,0,,RPRNMLSJRHKFFEH76CC,桃園市大園區橫山段湳子小段163-6地號
104-4,大園區,土地,田心子段田心子小段62-11地號,6942.0,工,,,1040918,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,252000,36.0,,0.0,0,,RPPOMLNLRHKFFEH98CC,桃園市大園區田心子段田心子小段62-11地號
104-4,蘆竹區,土地,六福段460地號,353.09,工,,,1040922,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,85000,241.0,,0.0,0,,RPQOMLOLRHKFFEH56CC,桃園市蘆竹區六福段460地號
104-4,大園區,土地,橫山段湳子小段366-7地號,296.0,農,,,1040824,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,29000,98.0,,0.0,0,,RPOPMLOKIIKFFEH28DC,桃園市大園區橫山段湳子小段366-7地號
104-4,八德區,土地,大華段324地號,332.31,商,,,1040927,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,110000,331.0,,0.0,0,租金有含未來的建物,RPSNMLTLIIKFFFH66EC,桃園市八德區大華段324地號
105-1,中壢區,土地,後興段928地號,3554.07,農,,,1041029,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,30000,8.0,,0.0,0,,RPORMLMJJIKFFBH97DC,桃園市中壢區後興段928地號
105-1,龍潭區,土地,三洽水段551地號,546.75,,山坡地保育區,農牧用地,1041030,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,7000,13.0,,0.0,0,,RPQOMLMJJIKFFCH97DC,桃園市龍潭區三洽水段551地號
105-1,中壢區,土地,復興段2135地號,1719.02,住,,,1041015,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,333060,194.0,,0.0,0,,RPWQMLNKJIKFFBH78CC,桃園市中壢區復興段2135地號
105-1,中壢區,土地,復興段2137-2地號,2883.21,住,,,1041015,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,279258,97.0,,0.0,0,,RPQRMLNKJIKFFBH28CC,桃園市中壢區復興段2137-2地號
105-1,八德區,土地,明智段10地號,1327.31,住,,,1041117,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,152000,115.0,,0.0,0,,RPOOMLKLJIKFFFH08DC,桃園市八德區明智段10地號
105-1,平鎮區,土地,廣東段1523地號,113.0,其他,,,1041122,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,36000,319.0,,0.0,0,,RPQPMLRLJIKFFGH56DC,桃園市平鎮區廣東段1523地號
105-1,八德區,土地,永福段472地號,90.21,住,,,1041203,土地1建物0車位0,,,其他,,,,0.0,1,0,0,有,無,無,6500,72.0,,0.0,0,建物未辦理保存登此建物改二間套房出租,RPWOMLKKKIKFFFH78CC,桃園市八德區永福段472地號
105-1,桃園區,土地,中德段1034地號,12.55,住,,,1041204,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,有,無,0,0.0,,0.0,0,,RPVPMLOKKIKFFAH78DC,桃園市桃園區中德段1034地號
105-1,大溪區,土地,仁義段2164地號,20.4,住,,,1041209,土地1建物0車位0,,,其他,,,,0.0,3,0,0,有,無,有,6000,294.0,,0.0,0,,RPVNMLSLKIKFFCH66DC,桃園市大溪區仁義段2164地號
105-1,八德區,土地,永福段472地號,90.21,住,,,1041202,土地1建物0車位0,,,其他,,,,0.0,1,0,0,有,無,無,6500,72.0,,0.0,0,建物未辦理存登記此建物改二間套房出租,RPQOMLOKJHLFFFH68EC,桃園市八德區永福段472地號
105-1,八德區,土地,永福段823地號,63.21,住,,,1040125,土地1建物0車位0,,,其他,,,,0.0,3,0,0,有,無,有,8000,127.0,,0.0,0,地上有一層建物  無保存登記  3房2廳1衛 附傢俱,RPTNMLPKJHLFFFH78CC,桃園市八德區永福段823地號
105-1,龜山區,土地,40地號,1757.13,工,,,1050120,土地10建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,103000,59.0,,0.0,0,,RPVOMLKLJHLFFAH18CC,桃園市龜山區40地號
105-1,新屋區,土地,新生段162地號,107.0,其他,,,1050116,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,15000,140.0,,0.0,0,,RPRNMLQLJHLFFDH68DC,桃園市新屋區新生段162地號
105-2,平鎮區,土地,平東段455地號,32.03,住,,,1050108,土地1建物0車位0,,,其他,,,,0.0,1,0,0,有,無,有,4500,140.0,,0.0,0,,RPWRMLLJKHLFFGH56CC,桃園市平鎮區平東段455地號
105-2,龜山區,土地,31-1地號,1891.51,工,,,1050226,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,171655,91.0,,0.0,0,,RPOOMLLJLHLFFAH57CC,桃園市龜山區31-1地號
105-2,八德區,土地,興隆段1955地號,1352.27,,特定農業區,水利用地,1050223,土地22建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,37500,28.0,,0.0,0,,RPSOMLLJLHLFFFH58DC,桃園市八德區興隆段1955地號
105-2,蘆竹區,土地,長興段471地號,8628.89,工,,,1050201,土地6建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,1020000,118.0,,0.0,0,,RPQNMLMJLHLFFEH18CC,桃園市蘆竹區長興段471地號
105-2,八德區,土地,大福段620地號,661.38,住,,,1040730,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,51000,77.0,,0.0,0,,RPXNMLMJLHLFFFH09DC,桃園市八德區大福段620地號
105-2,桃園區,土地,中路三段211-1地號,555.8,住,,,1050223,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,155000,279.0,,0.0,0,,RPWNNLMJLHLFFAH48CC,桃園市桃園區中路三段211-1地號
105-2,桃園區,土地,大興段399地號,343.54,住,,,1050331,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,40000,116.0,,0.0,0,,RPSPMLLKMHLFFAH28CC,桃園市桃園區大興段399地號
105-2,龜山區,土地,7地號,3880.57,其他,,,1050401,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,250000,64.0,,0.0,0,,RPXTOLTKMHLFFAH57CC,桃園市龜山區7地號
105-2,大園區,土地,埔心段三塊厝小段488地號,1442.0,,特定農業區,農牧用地,1050331,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,120000,83.0,,0.0,0,,RPWOMLMLMHLFFEH56CC,桃園市大園區埔心段三塊厝小段488地號
105-2,新屋區,土地,新生段162地號,107.0,住,,,1050107,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,15000,140.0,,0.0,0,,RPQOMLMLMHLFFDH68EC,桃園市新屋區新生段162地號
105-2,平鎮區,土地,東社段845地號,65.52,住,,,1050412,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,5000,76.0,,0.0,0,,RPSOMLPLMHLFFGH66CC,桃園市平鎮區東社段845地號
105-2,楊梅區,土地,頭重溪段38-7地號,378.0,住,,,1050401,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,16000,42.0,,0.0,0,1到9年每月租金16000元9年後每月租金18000元,RPPNMLQLMHLFFDH78DC,桃園市楊梅區頭重溪段38-7地號
105-3,龜山區,土地,1150地號,462.8,其他,,,1050503,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,38000,82.0,,0.0,0,,RPVQMLPJNHLFFAH09CC,桃園市龜山區1150地號
105-3,八德區,土地,同福段594地號,260.92,住,,,1050426,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,15800,61.0,,0.0,0,,RPTNMLTJNHLFFFH96DC,桃園市八德區同福段594地號
105-3,中壢區,土地,山上段1900-8地號,2250.0,,特定農業區,丁種建築用地,1050511,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,262500,117.0,,0.0,0,,RPWOMLLKNHLFFBH78CC,桃園市中壢區山上段1900-8地號
105-3,龜山區,土地,145地號,597.0,其他,,,1050513,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,180000,302.0,,0.0,0,,RPSPMLQKNHLFFAH98DC,桃園市龜山區145地號
105-3,桃園區,土地,延壽段814地號,825.77,商,,,1050525,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,160000,194.0,,0.0,0,,RPXWMLQLNHLFFAH57CC,桃園市桃園區延壽段814地號
105-3,蘆竹區,土地,八股段656地號,1697.81,,特定農業區,農牧用地,1050503,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,120000,71.0,,0.0,0,建物無保存登記,RPQNMLNJOHLFFEH58CC,桃園市蘆竹區八股段656地號
105-3,觀音區,土地,忠孝段28地號,7982.18,,一般農業區,農牧用地,1050616,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,150000,19.0,,0.0,0,,RPSPMLQKOHLFFBH09CC,桃園市觀音區忠孝段28地號
105-3,中壢區,土地,興南段中壢老小段219-87地號,41.0,商,,,1050530,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,35000,854.0,,0.0,0,,RPTPMLQKOHLFFBH66DC,桃園市中壢區興南段中壢老小段219-87地號
105-3,中壢區,土地,三民段257地號,330.0,農,,,1050303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,35000,106.0,,0.0,0,含未保存廠房,RPROMLRKOHLFFBH56EC,桃園市中壢區三民段257地號
105-3,蘆竹區,土地,公埔段104地號,885.16,工,,,1050527,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,150000,169.0,,0.0,0,此物件無建號，有使用執照！含增建或未登記建物。,RPWNMLLLOHLFFEH56CC,桃園市蘆竹區公埔段104地號
105-3,龜山區,土地,445地號,1385.48,工,,,1050426,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,139500,101.0,,0.0,0,,RPXPMLNLOHLFFAH66CC,桃園市龜山區445地號
105-3,八德區,土地,興豐段796地號,101.35,住,,,1050617,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,22000,217.0,,0.0,0,,RPROMLOLOHLFFFH66DC,桃園市八德區興豐段796地號
105-3,八德區,土地,興豐段2497-2地號,1824.66,住,,,1050614,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,75000,41.0,,0.0,0,,RPQNMLTLOHLFFFH96DC,桃園市八德區興豐段2497-2地號
105-3,蘆竹區,土地,富興段759地號,39.43,農,,,1050715,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,13000,330.0,,0.0,0,,RPQNMLKLPHLFFEH58CC,桃園市蘆竹區富興段759地號
105-4,蘆竹區,土地,宏華段152地號,1305.44,,特定農業區,農牧用地,1050802,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,90000,69.0,,0.0,0,,RPUNMLNJQHLFFEH56CC,桃園市蘆竹區宏華段152地號
105-4,桃園區,土地,富國段1085-10地號,766.0,其他,,,1050722,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,51000,67.0,,0.0,0,,RPPNMLQKQHLFFAH78DC,桃園市桃園區富國段1085-10地號
105-4,平鎮區,土地,南華段1213地號,153.41,住,,,1050803,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,9000,59.0,,0.0,0,,RPROMLNLQHLFFGH86DC,桃園市平鎮區南華段1213地號
105-4,中壢區,土地,忠孝段181地號,20.0,其他,,,1050902,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,8000,400.0,,0.0,0,,RPSPMLMKRHLFFBH09DC,桃園市中壢區忠孝段181地號
105-4,大園區,土地,竹圍段拔子林小段375-379地號,218.0,住,,,1050911,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,15000,69.0,,0.0,0,土地上之未辦保存登記建築附隨使用。租期105/10/1-106/9/30,RPUNMLNKRHLFFEH96EC,桃園市大園區竹圍段拔子林小段375-379地號
105-4,八德區,土地,永福段472地號,90.21,住,,,1050914,土地1建物0車位0,,,其他,,,,0.0,1,0,0,有,無,無,6500,72.0,,0.0,0,建物未辦理保存登記地上有建物一棟共隔成二間套房1房1?1衛出租,RPQQMLTKRHLFFFH37CC,桃園市八德區永福段472地號
105-4,龜山區,土地,894地號,1557.79,工,,,1050907,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,84000,54.0,,0.0,0,,RPWPMLNLRHLFFAH96DC,桃園市龜山區894地號
105-4,桃園區,土地,中埔段8-1地號,97.5,商,,,1051008,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,80000,821.0,,0.0,0,,RPORMLLKIILFFAH77CC,桃園市桃園區中埔段8-1地號
105-4,龍潭區,土地,上林段802地號,337.21,農,,,1051019,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,50000,148.0,,0.0,0,,RPVNMLKLIILFFCH38DC,桃園市龍潭區上林段802地號
106-1,大園區,土地,內海墘段766地號,490.7,,一般農業區,農牧用地,1051122,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,142000,289.0,,0.0,0,,RPRNMLOLJILFFEH58CC,桃園市大園區內海墘段766地號
106-1,龍潭區,土地,黃龍段267地號,158.87,住,,,1051125,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,50000,315.0,,0.0,0,,RPSNMLTLJILFFCH09DC,桃園市龍潭區黃龍段267地號
106-1,中壢區,土地,後興段928地號,3554.07,農,,,1051113,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,28000,8.0,,0.0,0,,RPSSMLKMJILFFBH68DC,桃園市中壢區後興段928地號
106-1,大園區,土地,五塊厝段大埔小段537地號,3169.0,,特定農業區,農牧用地,1051214,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,360000,114.0,,0.0,0,,RPWOMLOKKILFFEH56CC,桃園市大園區五塊厝段大埔小段537地號
106-1,中壢區,土地,榮南段586地號,351.86,農,,,1051213,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,40000,114.0,,0.0,0,,RPUPMLOKKILFFBH88DC,桃園市中壢區榮南段586地號
106-1,龜山區,土地,樂善段161-1地號,430.0,住,,,1051215,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,27000,63.0,,0.0,0,,RPWNMLKLKILFFHH09CC,桃園市龜山區樂善段161-1地號
106-1,蘆竹區,土地,中興段1052地號,321.0,,特定農業區,甲種建築用地,1051210,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,15000,47.0,,0.0,0,土地上建物一併承租,RPXOMLLLKILFFEH09CC,桃園市蘆竹區中興段1052地號
