year_s,鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,土地位置
108-3,平鎮區,土地,高雙段1318地號,1652.89,農,,,1080603,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,78000,47.0,,0.0,0,含增建或未登記建物。；含管理費、稅金或水電等費用。；,RPUNMLOLOHOFFGH17CC,桃園市平鎮區高雙段1318地號
108-3,中壢區,土地,內壢段855-1地號,380.16,農,,,1080621,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,35000,92.0,,0.0,0,含增建或未登記建物。；,RPPPMLPLOHOFFBH09CC,桃園市中壢區內壢段855-1地號
108-3,龜山區,土地,頂湖段1034地號,1286.11,其他,,,1080619,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,100000,78.0,,0.0,0,含增建或未登記建物。；,RPUNMLPLOHOFFHH37CC,桃園市龜山區頂湖段1034地號
108-3,新屋區,土地,啟文段425-3地號,363.6,,特定農業區,農牧用地,1080618,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,32550,90.0,,0.0,0,,RPUOMLMJPHOFFDH76DC,桃園市新屋區啟文段425-3地號
108-3,龜山區,土地,蔗園段31地號,1569.87,工,,,1080605,土地8建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,150000,96.0,,0.0,0,部分地號承租1/2上面有未辦保存登記建物,RPPNMLOJPHOFFHH66CC,桃園市龜山區蔗園段31地號
108-3,中壢區,土地,山上段54地號,1029.0,,特定農業區,農牧用地,1080222,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,75000,73.0,,0.0,0,,RPWQMLKKPHOFFBH76CC,桃園市中壢區山上段54地號
108-3,觀音區,土地,觀塘段40地號,9661.06,,工業區,特定目的事業用地,1080626,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,379921,39.0,,0.0,0,含管理費、稅金或水電等費用。；,RPXSMLKKPHOFFBH07CC,桃園市觀音區觀塘段40地號
108-3,新屋區,土地,啟文段425-3地號,1786.5,,特定農業區,農牧用地,1080702,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,31500,18.0,,0.0,0,,RPVOMLKKPHOFFDH76DC,桃園市新屋區啟文段425-3地號
108-3,新屋區,土地,啟文段425-3地號,363.6,,特定農業區,農牧用地,1080702,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,31500,87.0,,0.0,0,,RPOPMLKKPHOFFDH78DC,桃園市新屋區啟文段425-3地號
108-3,觀音區,土地,觀塘段35地號,11037.82,,工業區,特定目的事業用地,1080626,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,434062,39.0,,0.0,0,含管理費、稅金或水電等費用。；,RPVOMLTKPHOFFBH37CC,桃園市觀音區觀塘段35地號
108-3,八德區,土地,福興段237地號,183.95,住,,,1080723,土地1建物0車位0,,,其他,,,,0.0,1,0,0,有,無,有,24000,130.0,,0.0,0,含增建或未登記建物。；,RPUOMLOLPHOFFFH27CC,桃園市八德區福興段237地號
108-3,新屋區,土地,清華段566地號,5623.0,,特定農業區,農牧用地,1080730,土地6建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,36000,6.0,,0.0,0,,RPXOMLKMPHOFFDH17DC,桃園市新屋區清華段566地號
108-3,蘆竹區,土地,宏竹段308地號,2.61,,特定農業區,農牧用地,1080721,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,20000,7663.0,,0.0,0,含增建或未登記建物。；,RPXOMLKMPHOFFEH17CC,桃園市蘆竹區宏竹段308地號
108-3,大園區,土地,青峰段58地號,186.19,住,,,1080715,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,15000,81.0,,0.0,0,,RPTOMLSJQHOFFEH47DC,桃園市大園區青峰段58地號
108-3,大園區,土地,青峰段58地號,186.19,住,,,1080715,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,15000,81.0,,0.0,0,,RPVOMLSJQHOFFEH67DC,桃園市大園區青峰段58地號
108-3,大園區,土地,青山段259地號,1058.0,住,,,1080726,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,83500,79.0,,0.0,0,,RPRPMLSJQHOFFEH37DC,桃園市大園區青山段259地號
108-4,中壢區,土地,中工段1587地號,826.45,工,,,1080715,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,150000,181.0,,0.0,0,地上有未保存登記之建物，坪數為250坪。,RPTOMLOKQHOFFBH76CC,桃園市中壢區中工段1587地號
108-4,楊梅區,土地,高上段607地號,2644.62,,特定農業區,農牧用地,1080725,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,255000,96.0,,0.0,0,地上有未保存登記之建物，出租坪數約為750坪。,RPVNMLOKQHOFFDH07CC,桃園市楊梅區高上段607地號
108-4,龜山區,土地,善捷段224地號,4107.76,商,,,1080726,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,400680,98.0,,0.0,0,,RPPOMLPKQHOFFHH07CC,桃園市龜山區善捷段224地號
108-4,八德區,土地,白鷺段515-38地號,297.52,農,,,1080805,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,30000,101.0,,0.0,0,含增建或未登記建物。；,RPUNMLLLQHOFFFH96CC,桃園市八德區白鷺段515-38地號
108-4,新屋區,土地,吉祥段249地號,198.34,,特定農業區,農牧用地,1080806,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,18000,91.0,,0.0,0,含增建或未登記建物。；,RPPQMLLLQHOFFDH56CC,桃園市新屋區吉祥段249地號
108-4,龜山區,土地,華亞段31-1地號,1891.51,工,,,1080815,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,204750,108.0,,0.0,0,,RPUNMLMLQHOFFHH27CC,桃園市龜山區華亞段31-1地號
108-4,八德區,土地,興豐段2536地號,1103.95,住,,,1080811,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,55000,50.0,,0.0,0,,RPPPMLQLQHOFFFH27DC,桃園市八德區興豐段2536地號
108-4,蘆竹區,土地,大竹圍段139-19地號,2148.76,,特定農業區,農牧用地,1080813,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,200000,93.0,,0.0,0,含增建或未登記建物。；,RPWNMLRLQHOFFEH67CC,桃園市蘆竹區大竹圍段139-19地號
108-4,龜山區,土地,善捷段138地號,5129.43,住,,,1080904,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,200000,39.0,,0.0,0,,RPTNMLTJRHOFFHH77CC,桃園市龜山區善捷段138地號
108-4,龜山區,土地,文化段271地號,3635.0,住,,,1080911,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,204337,56.0,,0.0,0,含稅金及二代健保費,RPVNMLOLRHOFFHH67CC,桃園市龜山區文化段271地號
108-4,八德區,土地,興豐段2507地號,425.86,住,,,1080917,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,15000,35.0,,0.0,0,,RPQPMLPJIIOFFFH88CC,桃園市八德區興豐段2507地號
108-4,新屋區,土地,榔段下榔小段787地號,826.44,,特定農業區,農牧用地,1080918,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,80000,97.0,,0.0,0,含增建或未登記建物。；前2.5年每月租金8萬；後2.5年每月租金11萬。,RPSNMLRJIIOFFDH88CC,桃園市新屋區榔段下榔小段787地號
108-4,龜山區,土地,公西段620地號,925.61,住,,,1080926,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,78000,84.0,,0.0,0,含增建或未登記建物。；,RPVNMLRJIIOFFHH96CC,桃園市龜山區公西段620地號
108-4,大溪區,土地,太武段1073地號,99.16,其他,,,1080907,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,31000,313.0,,0.0,0,鐵皮屋其使用範圍,RPUNMLSJIIOFFCH09CC,桃園市大溪區太武段1073地號
108-4,中壢區,土地,內壢段3500地號,1425.0,,特定農業區,農牧用地,1080919,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,220000,154.0,,0.0,0,,RPRNMLKKIIOFFBH97CC,桃園市中壢區內壢段3500地號
108-4,八德區,土地,興豐段2497-2地號,832.66,住,,,1081011,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,63000,76.0,,0.0,0,,RPWOMLRKIIOFFFH17DC,桃園市八德區興豐段2497-2地號
108-4,大溪區,土地,東隆段1172地號,1652.89,,特定農業區,農牧用地,1080927,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,93000,56.0,,0.0,0,含增建或未登記建物。；含管理費、稅金或水電等費用。；第一個月至第六個月月租金9.3萬元；第七個月至第三年月租金14.3萬元。,RPSNMLMLIIOFFCH48CC,桃園市大溪區東隆段1172地號
108-4,大溪區,土地,東隆段1258地號,81.98,,鄉村區,乙種建築用地,1080927,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,7000,85.0,,0.0,0,含管理費、稅金或水電等費用。；,RPTNMLMLIIOFFCH58CC,桃園市大溪區東隆段1258地號
108-4,龜山區,土地,大埔段867地號,682.51,其他,,,1081009,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,110000,161.0,,0.0,0,含增建或未登記建物。；含管理費、稅金或水電等費用。；,RPWNMLMLIIOFFHH76CC,桃園市龜山區大埔段867地號
108-4,蘆竹區,土地,長興段136地號,436.32,工,,,1081002,土地6建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,85000,195.0,,0.0,0,含增建或未登記建物。；,RPVNMLMLIIOFFEH98CC,桃園市蘆竹區長興段136地號
108-4,蘆竹區,土地,南崁廟口段蕃子厝小段64-4地號,443.0,工,,,1081023,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,70000,158.0,,0.0,0,含增建或未登記建物。；,RPTPMLSLIIOFFEH96CC,桃園市蘆竹區南崁廟口段蕃子厝小段64-4地號
108-4,蘆竹區,土地,南崁廟口段蕃子厝小段64-4地號,443.0,工,,,1081023,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,70000,158.0,,0.0,0,含增建或未登記建物。；,RPUPMLSLIIOFFEH07CC,桃園市蘆竹區南崁廟口段蕃子厝小段64-4地號
108-4,蘆竹區,土地,南崁廟口段蕃子厝小段64-4地號,443.0,工,,,1081023,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,70000,158.0,,0.0,0,含增建或未登記建物。；,RPVPMLSLIIOFFEH17CC,桃園市蘆竹區南崁廟口段蕃子厝小段64-4地號
108-4,蘆竹區,土地,南崁廟口段蕃子厝小段64-4地號,443.0,工,,,1081023,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,70000,158.0,,0.0,0,含增建或未登記建物。；,RPXPMLSLIIOFFEH37CC,桃園市蘆竹區南崁廟口段蕃子厝小段64-4地號
108-4,蘆竹區,土地,新鼻段231地號,1277.86,商,,,1081022,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,110000,86.0,,0.0,0,,RPTNMLTLIIOFFEH86CC,桃園市蘆竹區新鼻段231地號
109-1,桃園區,土地,東門段675地號,62.0,商,,,1081027,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,24000,387.0,,0.0,0,有未保存登記建物做店面營業使用,RPRQMLSKJIOFFAH09CC,桃園市桃園區東門段675地號
109-1,龜山區,土地,興華段29地號,1003.0,商,,,1081031,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,92000,92.0,,0.0,0,,RPSNMLMLJIOFFHH09CC,桃園市龜山區興華段29地號
109-1,龜山區,土地,文化段84地號,739.0,住,,,1081107,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,50000,68.0,,0.0,0,,RPUNMLMLJIOFFHH66CC,桃園市龜山區文化段84地號
109-1,龜山區,土地,文化段274地號,549.0,住,,,1081107,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,25000,46.0,,0.0,0,,RPVNMLMLJIOFFHH76CC,桃園市龜山區文化段274地號
109-1,八德區,土地,大忠段885地號,125.22,商,,,1081111,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,50000,399.0,,0.0,0,土地上有未保存登記建物作店面使用,RPSNMLOJKIOFFFH98CC,桃園市八德區大忠段885地號
109-1,中壢區,土地,遠東段655-1地號,44.0,住,,,1081024,土地1建物0車位0,,,其他,,,,0.0,3,0,0,有,無,無,32000,727.0,,0.0,0,含增建或未登記建物。；承租1~4樓,RPXNMLPJKIOFFBH76EC,桃園市中壢區遠東段655-1地號
109-1,大園區,土地,橫山段湳子小段118-2地號,27640.0,工,,,1081210,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,691339,25.0,,0.0,0,,RPUOMLKKKIOFFEH88CC,桃園市大園區橫山段湳子小段118-2地號
109-1,大園區,土地,貨運段99地號,489.5,,一般農業區,農牧用地,1081210,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,50000,102.0,,0.0,0,含增建或未登記建物。；,RPVNMLRKKIOFFEH07DC,桃園市大園區貨運段99地號
109-1,大溪區,土地,東隆段1570地號,495.76,,特定農業區,農牧用地,1081126,土地1建物0車位0,,,其他,,,,0.0,2,0,0,有,無,有,16000,32.0,,0.0,0,含增建或未登記建物。；,RPVOMLSKKIOFFCH07DC,桃園市大溪區東隆段1570地號
109-1,大溪區,土地,東隆段1570地號,495.76,,特定農業區,農牧用地,1081126,土地1建物0車位0,,,其他,,,,0.0,2,0,0,有,無,有,16000,32.0,,0.0,0,含增建或未登記建物。；,RPOPMLSKKIOFFCH09DC,桃園市大溪區東隆段1570地號
109-1,蘆竹區,土地,水尾段38地號,781.58,工,,,1090102,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,75000,96.0,,0.0,0,含增建或未登記建物。；有使照沒保存登記.土地坪數部分,RPXNMLRJJHPFFEH96CC,桃園市蘆竹區水尾段38地號
109-1,蘆竹區,土地,出水段545地號,2202.16,,一般農業區,丁種建築用地,1081212,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,280000,127.0,,0.0,0,含增建或未登記建物。；含管理費、稅金或水電等費用。；第一年月租金28萬元；第二年月租金30萬元；第三年至第五年月租金32萬元。,RPXNMLKKJHPFFEH98CC,桃園市蘆竹區出水段545地號
109-1,龜山區,土地,警大段596地號,661.15,其他,,,1081220,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,58000,88.0,,0.0,0,含增建或未登記建物。；,RPWNMLKKJHPFFHH56CC,桃園市龜山區警大段596地號
109-1,龜山區,土地,華亞段4-1地號,862.45,工,,,1081231,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,114792,133.0,,0.0,0,,RPQTMLOKJHPFFHH96CC,桃園市龜山區華亞段4-1地號
109-1,中壢區,土地,水尾段水尾小段635地號,2248.0,農,,,1081224,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,70000,31.0,,0.0,0,,RPQRMLQKJHPFFBH09DC,桃園市中壢區水尾段水尾小段635地號
109-1,龜山區,土地,舊路坑一段634地號,2448.37,其他,,,1090109,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,220000,90.0,,0.0,0,含增建或未登記建物。；,RPTNMLLMJHPFFHH56CC,桃園市龜山區舊路坑一段634地號
109-1,大溪區,土地,瑞安段671地號,2565.33,,特定農業區,農牧用地,1090107,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,40000,16.0,,0.0,0,含增建或未登記建物。；建築物用途為農業設施，有使用執照。,RPTOMLOJKHPFFCH98DC,桃園市大溪區瑞安段671地號
109-1,新屋區,土地,清華段566地號,5623.0,,特定農業區,農牧用地,1090120,土地6建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,40000,7.0,,0.0,0,,RPOPMLKKKHPFFDH28CC,桃園市新屋區清華段566地號
109-2,大園區,土地,青峰段281地號,24.0,住,,,1090211,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,8000,333.0,,0.0,0,,RPPPMLSKKHPFFEH66CC,桃園市大園區青峰段281地號
109-2,中壢區,土地,內壢段1726地號,800.0,農,,,1090120,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,42000,53.0,,0.0,0,,RPWPMLKLKHPFFBH98CC,桃園市中壢區內壢段1726地號
109-2,桃園區,土地,中路二段21地號,1573.83,住,,,1090119,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,200000,127.0,,0.0,0,,RPPQMLKLKHPFFAH28CC,桃園市桃園區中路二段21地號
109-2,蘆竹區,土地,水尾段1218-1地號,132.02,工,,,1090130,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,13114,99.0,,0.0,0,,RPUNMLOLKHPFFEH66CC,桃園市蘆竹區水尾段1218-1地號
109-2,蘆竹區,土地,水尾段1204地號,97.84,其他,,,1090130,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,7764,79.0,,0.0,0,,RPWNMLOLKHPFFEH86CC,桃園市蘆竹區水尾段1204地號
109-2,蘆竹區,土地,竹中段711地號,127.6,住,,,1090225,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,27000,212.0,,0.0,0,含增建或未登記建物。；含地上未保存登記建物1筆,RPRPMLQLKHPFFEH76CC,桃園市蘆竹區竹中段711地號
109-2,八德區,土地,大仁段630地號,2512.4,農,,,1090225,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,140638,56.0,,0.0,0,急出租急承租。；109年3月1日~112年2月28日每月租金68112元+112年3月1日~122年2月28日每月租金136224元+122年3月1日~127年2月28日每月租金192984元合計共18年申報土地租金採18年平圴月租金額申報,RPQOMLMJLHPFFFH78CC,桃園市八德區大仁段630地號
109-2,新屋區,土地,青田段669地號,429.75,,特定農業區,農牧用地,1090218,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,52000,121.0,,0.0,0,含增建或未登記建物。；,RPPPMLMJLHPFFDH58CC,桃園市新屋區青田段669地號
109-2,龍潭區,土地,健行段443地號,1322.31,,一般農業區,農牧用地,1090222,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,100000,76.0,,0.0,0,含增建或未登記建物。；,RPQOMLNJLHPFFCH58CC,桃園市龍潭區健行段443地號
109-2,中壢區,土地,三民段484地號,462.8,工,,,1090218,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,45000,97.0,,0.0,0,含增建或未登記建物。；含管理費、稅金或水電等費用。；,RPQSMLNJLHPFFBH88CC,桃園市中壢區三民段484地號
109-2,桃園區,土地,新埔段1194地號,23.0,住,,,1090216,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,25000,1087.0,,0.0,0,土地上有未保存登記建物作店面使用。,RPSNMLTJLHPFFAH09CC,桃園市桃園區新埔段1194地號
109-2,龜山區,土地,振三段453-1地號,595.0,其他,,,1090227,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,70000,118.0,,0.0,0,含增建或未登記建物。；租賃範圍不含車位，且無法區分車位面積。；,RPTPMLLKLHPFFHH76CC,桃園市龜山區振三段453-1地號
109-2,蘆竹區,土地,竹中段810地號,265.8,商,,,1090227,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,43000,162.0,,0.0,0,含增建或未登記建物。；含管理費、稅金或水電等費用。；,RPXPMLQKLHPFFEH47DC,桃園市蘆竹區竹中段810地號
109-2,大溪區,土地,仁義段2614地號,57.63,住,,,1090131,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,7500,130.0,,0.0,0,含增建或未登記建物。；,RPVNMLRKLHPFFCH96DC,桃園市大溪區仁義段2614地號
109-2,中壢區,土地,中壢埔頂段1367-1地號,267.0,其他,,,1090318,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,35000,131.0,,0.0,0,,RPUUMLOLLHPFFBH17CC,桃園市中壢區中壢埔頂段1367-1地號
109-2,蘆竹區,土地,新鼻段201地號,506.19,住,,,1090324,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,79464,157.0,,0.0,0,,RPSPMLQLLHPFFEH96CC,桃園市蘆竹區新鼻段201地號
109-2,平鎮區,土地,關爺段661地號,111.92,農,,,1090331,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,28000,250.0,,0.0,0,急出租急承租。；,RPOOMLLJMHPFFGH78DC,桃園市平鎮區關爺段661地號
109-2,平鎮區,土地,平德段229地號,495.86,,特定農業區,農牧用地,1090307,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,40000,81.0,,0.0,0,含增建或未登記建物。；,RPRNMLMJMHPFFGH98CC,桃園市平鎮區平德段229地號
109-2,大溪區,土地,僑愛段501地號,55.2,住,,,1090328,土地1建物0車位0,,,其他,,,,0.0,2,0,0,有,無,無,6500,118.0,,0.0,0,含增建或未登記建物。；,RPVNMLQJMHPFFCH76CC,桃園市大溪區僑愛段501地號
109-2,大園區,土地,竹圍段崁下小段107地號,71.0,,一般農業區,農牧用地,1090401,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,13000,183.0,,0.0,0,含增建或未登記建物。；,RPOPMLKKMHPFFEH68DC,桃園市大園區竹圍段崁下小段107地號
109-2,桃園區,土地,桃園段武陵小段155-121地號,131.0,商,,,1090327,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,30000,229.0,,0.0,0,土地上有未保存登記建物作店面使用。,RPSTMLKKMHPFFAH98CC,桃園市桃園區桃園段武陵小段155-121地號
109-2,桃園區,土地,同安段1832-3地號,162.0,住,,,1090428,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,45000,278.0,,0.0,0,建物未保存登記,RPOPMLOJNHPFFAH58CC,桃園市桃園區同安段1832-3地號
109-2,蘆竹區,土地,新庄子段873地號,4257.0,,一般農業區,農牧用地,1090417,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,33000,8.0,,0.0,0,,RPUQMLQJNHPFFEH27CC,桃園市蘆竹區新庄子段873地號
109-2,龜山區,土地,興華段515地號,1019.0,住,,,1090410,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,25000,25.0,,0.0,0,,RPXNMLQJNHPFFHH57CC,桃園市龜山區興華段515地號
109-2,桃園區,土地,中路一段55地號,6702.21,住,,,1090503,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,680,0.0,,0.0,0,,RPXNMLSJNHPFFAH07CC,桃園市桃園區中路一段55地號
109-2,龜山區,土地,舊路坑一段634地號,2448.37,其他,,,1090410,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,220000,90.0,,0.0,0,含增建或未登記建物。；,RPPNMLTJNHPFFHH07CC,桃園市龜山區舊路坑一段634地號
109-3,桃園區,土地,成功段83地號,121.33,其他,,,1090414,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,23000,190.0,,0.0,0,,RPOPMLMKNHPFFAH48CC,桃園市桃園區成功段83地號
109-3,桃園區,土地,中路二段267地號,450.67,住,,,1090427,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,60000,133.0,,0.0,0,,RPXOMLMKNHPFFAH76DC,桃園市桃園區中路二段267地號
109-3,龍潭區,土地,和原段2596地號,3305.48,,山坡地保育區,丙種建築用地,1090512,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,70000,21.0,,0.0,0,,RPWNMLOKNHPFFCH86CC,桃園市龍潭區和原段2596地號
109-3,中壢區,土地,內壢段1652-2地號,2512.0,農,,,1090430,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,145000,58.0,,0.0,0,含增建或未登記建物。；,RPXRMLSKNHPFFBH67CC,桃園市中壢區內壢段1652-2地號
109-3,八德區,土地,新興段8地號,609.6,,特定農業區,農牧用地,1090511,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,10000,16.0,,0.0,0,含增建或未登記建物。；,RPUUMLLLNHPFFFH47CC,桃園市八德區新興段8地號
109-3,桃園區,土地,中路二段198-1地號,1363.95,住,,,1090506,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,93654,69.0,,0.0,0,,RPTTMLSLNHPFFAH47CC,桃園市桃園區中路二段198-1地號
109-3,桃園區,土地,中路二段21地號,1573.83,住,,,1090119,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,200000,127.0,,0.0,0,,RPXOMLTLNHPFFAH47CC,桃園市桃園區中路二段21地號
109-3,龜山區,土地,善捷段490地號,475.14,農,,,1090518,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,76000,160.0,,0.0,0,含增建或未登記建物。；第一年~第五年月租金7.6萬；第六年~第十年月租金7.8萬。,RPQNMLTLNHPFFHH37CC,桃園市龜山區善捷段490地號
109-3,蘆竹區,土地,坑子口段頭前小段307地號,1157.02,,一般農業區,農牧用地,1090518,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,120000,104.0,,0.0,0,含增建或未登記建物。；含管理費、稅金或水電等費用。；,RPTNMLLJOHPFFEH09CC,桃園市蘆竹區坑子口段頭前小段307地號
109-3,蘆竹區,土地,出水段545地號,2202.16,,一般農業區,丁種建築用地,1090518,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,310000,141.0,,0.0,0,含增建或未登記建物。；,RPPOMLLJOHPFFEH78CC,桃園市蘆竹區出水段545地號
109-3,龜山區,土地,陳厝段1161地號,1011.77,其他,,,1090528,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,65000,64.0,,0.0,0,含增建或未登記建物。；租賃範圍不含車位，且無法區分車位面積。；,RPRNMLNJOHPFFHH76CC,桃園市龜山區陳厝段1161地號
109-3,龍潭區,土地,五福段66-20地號,1392.87,農,,,1090515,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,180000,129.0,,0.0,0,,RPUOMLOJOHPFFCH76CC,桃園市龍潭區五福段66-20地號
109-3,桃園區,土地,東門段675地號,62.0,商,,,1090523,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,24000,387.0,,0.0,0,土地上有未保存登記建物作店面使用。租期內含免租裝潢期。,RPUNMLLKOHPFFAH88CC,桃園市桃園區東門段675地號
109-3,蘆竹區,土地,新庄子段1887地號,202.31,住,,,1090613,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,20000,99.0,,0.0,0,租賃範圍含未保存登記地上物,RPQNMLNKOHPFFEH09CC,桃園市蘆竹區新庄子段1887地號
109-3,桃園區,土地,大樹林段762-94地號,22.5,住,,,1090613,土地1建物0車位0,,,其他,,,,0.0,3,0,0,有,有,有,13000,578.0,,0.0,0,1.本案為社會住宅2.本案門牌整編過3.本案內含兩筆龜山區地號，租賃面積共5.55平方公尺4.本案建號為龜山區，租賃面積91.45平方公尺,RPXRMLKLOHPFFAH96CC,桃園市桃園區大樹林段762-94地號
109-3,桃園區,土地,中路二段275地號,449.6,住,,,1090602,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,28000,62.0,,0.0,0,,RPWRMLOLOHPFFAH27CC,桃園市桃園區中路二段275地號
