land_id,tran_coordinate,group_id,group_center,refer_point1,refer_point2,refer_point3,refer_point4,group_center_DIST,refer_point1_DIST,refer_point2_DIST,refer_point3_DIST,refer_point4_DIST
1504,"25.053693732705,121.22634852259",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",5283.122145552291,6247.112269744366,5898.882524072888,2300.897288376685,8276.535546834904
1505,"25.053744413796,121.226265640815",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",5274.403420254068,6237.042378275412,5893.9318519155995,2291.7744265807105,8267.94020602547
1506,"25.0527422043275,121.226814976375",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",5338.131755709052,6343.73772303856,5894.808118139103,2365.5938666373063,8328.734324869582
1507,"25.052772800994,121.226797691185",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",5336.103010892802,6340.427505096784,5894.695872791199,2363.226976398109,8326.805689843446
1508,"25.052847198239,121.226741305875",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",5329.734732582599,6331.166002469079,5893.1274559147805,2356.065345189007,8320.675088911963
1510,"25.044034843453,121.126100268475",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",5049.233604117765,6559.766519688078,5095.044138284539,7970.393830096707,2331.5575314340363
1537,"25.069855200597,121.240162823125",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",6817.890315158539,6844.942662701821,8007.149463577045,3938.689000507142,9768.522783305554
1538,"25.09937769084049,121.22990801852",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",7338.069016820144,5881.955805877057,9544.499249482304,5393.127315389993,9827.229281386015
1540,"25.065857211482,121.18918504525",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",1817.148387492911,2517.573075569107,4273.9120465734195,1779.7177142885644,4626.8021730654755
1542,"25.088185308287,121.212281971565",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",5182.191624425474,3879.180851599343,7527.4538759836405,3570.935485934021,7676.328434088771
1543,"25.069087219618,121.160719224635",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",1911.0750418612206,2131.1091606814052,4556.668022738723,4553.707668404494,2130.3351627394354
1554,"25.003098178724,121.15005757295",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",6433.589657179598,9281.122686565952,3826.683531223521,8058.3397046841155,5985.407033196824
1560,"25.090737150799,121.2194857885",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",5917.888396238614,4638.630672594837,8156.365023533331,4069.5723023697833,8452.715129859112
1561,"25.05337742316049,121.20376316332",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",3017.431470051319,4520.431460301874,3971.895752788692,388.5502397186068,6002.6053409075585
1563,"25.0789049779275,121.203522152565",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",3841.5139088134874,3019.884533676232,6196.383210019295,2439.4540721149447,6444.552357772426
1574,"25.010114593015,121.203353990525",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",5962.6467811910325,8696.968203963477,3670.0999068313627,5181.092218909038,7889.319297100952
1597,"25.0856160024965,121.189176497885",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",3527.1255837887074,1531.0141995928898,6366.915992036787,3508.728100067588,5526.102685191808
1599,"25.0819884566905,121.20452992137",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",4141.722320880025,3076.809202544707,6545.332259873522,2781.773979207544,6673.660475845011
1601,"25.0881042735455,121.19055643954",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",3835.8512533124203,1721.3964134828368,6668.185054990701,3708.0631272718097,5800.445529257459
1602,"25.002311657218,121.188727326895",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",6222.682274422747,9164.79747519582,3383.8783211688924,6234.107085937814,7520.595544375502
1607,"24.997624774605,121.189899337845",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",6755.115235622129,9696.306671460778,3904.5368237446805,6713.013906622204,8011.191524824623
1666,"25.0556932930885,121.210239700635",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",3648.183880127277,4806.084926559933,4639.019699436373,661.4206956086564,6644.782373432474
1670,"25.087534527311,121.22342751529",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",6023.83262809383,4990.977394685145,8103.311031764758,3929.6492292820126,8665.93612423775
1671,"25.041994715981,121.19998347167",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",3088.387169863038,5332.311399467026,2939.936184959006,1694.162169988745,5846.383646761005
1672,"25.0948752518275,121.225210743475",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",6655.1270872978375,5294.7672461237935,8862.6881256615,4729.599675458436,9174.896257965764
1673,"25.0186832614495,121.21163629601",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",5678.983729898649,8163.244829469509,3982.92614161912,4304.659427448803,7996.820199885181
